node1	label	node2
P3378	data_type	external-identifier
P3379	data_type	external-identifier
P3380	data_type	external-identifier
P3381	data_type	external-identifier
P3382	data_type	external-identifier
P3383	data_type	string
P3385	data_type	external-identifier
P3386	data_type	external-identifier
P3387	data_type	quantity
P3388	data_type	external-identifier
P3389	data_type	external-identifier
P3390	data_type	external-identifier
P3391	data_type	external-identifier
P3392	data_type	external-identifier
P3393	data_type	external-identifier
P3394	data_type	external-identifier
P3395	data_type	quantity
P3396	data_type	external-identifier
P3397	data_type	external-identifier
P3398	data_type	external-identifier
P3399	data_type	external-identifier
P3400	data_type	external-identifier
P3401	data_type	external-identifier
P3402	data_type	item
P3403	data_type	item
P3404	data_type	external-identifier
P3405	data_type	external-identifier
P3406	data_type	external-identifier
P3407	data_type	external-identifier
P3408	data_type	external-identifier
P3409	data_type	external-identifier
P3410	data_type	external-identifier
P3411	data_type	external-identifier
P3412	data_type	external-identifier
P3413	data_type	external-identifier
P3414	data_type	external-identifier
P3415	data_type	item
P3416	data_type	item
P3417	data_type	external-identifier
P3418	data_type	external-identifier
P3419	data_type	external-identifier
P3420	data_type	external-identifier
P3421	data_type	external-identifier
P3422	data_type	external-identifier
P3423	data_type	external-identifier
P3424	data_type	external-identifier
P3425	data_type	external-identifier
P3426	data_type	external-identifier
P3427	data_type	external-identifier
P3428	data_type	item
P3429	data_type	external-identifier
P3430	data_type	external-identifier
P3431	data_type	external-identifier
P3432	data_type	item
P3433	data_type	item
P3434	data_type	external-identifier
P3435	data_type	external-identifier
P3436	data_type	external-identifier
P3437	data_type	item
P3438	data_type	item
P3439	data_type	quantity
P344	data_type	item
P3440	data_type	item
P3441	data_type	string
P3442	data_type	external-identifier
P3443	data_type	external-identifier
P3444	data_type	external-identifier
P3445	data_type	external-identifier
P3446	data_type	external-identifier
P3447	data_type	item
P3448	data_type	item
P3449	data_type	external-identifier
P345	data_type	external-identifier
P3450	data_type	item
P3451	data_type	string
P3452	data_type	item
P3453	data_type	external-identifier
P3454	data_type	external-identifier
P3455	data_type	external-identifier
P3456	data_type	external-identifier
P3457	data_type	quantity
P3458	data_type	external-identifier
P3459	data_type	external-identifier
P3460	data_type	item
P3461	data_type	item
P3462	data_type	external-identifier
P3463	data_type	external-identifier
P3464	data_type	item
P3465	data_type	quantity
P3466	data_type	external-identifier
P3467	data_type	external-identifier
P3468	data_type	external-identifier
P3469	data_type	external-identifier
P347	data_type	external-identifier
P3470	data_type	external-identifier
P3471	data_type	external-identifier
P3472	data_type	external-identifier
P3473	data_type	external-identifier
P3475	data_type	external-identifier
P3476	data_type	external-identifier
P3477	data_type	external-identifier
P3478	data_type	external-identifier
P3479	data_type	external-identifier
P348	data_type	string
P3480	data_type	external-identifier
P3481	data_type	external-identifier
P3482	data_type	external-identifier
P3483	data_type	external-identifier
P3485	data_type	quantity
P3486	data_type	quantity
P3487	data_type	quantity
P3488	data_type	quantity
P3489	data_type	item
P349	data_type	external-identifier
P3490	data_type	item
P3491	data_type	item
P3492	data_type	quantity
P3493	data_type	item
P3494	data_type	item
P3495	data_type	external-identifier
P3496	data_type	item
P3497	data_type	item
P3498	data_type	external-identifier
P3499	data_type	external-identifier
P350	data_type	external-identifier
P3500	data_type	external-identifier
P3501	data_type	item
P3502	data_type	external-identifier
P3503	data_type	external-identifier
P3504	data_type	external-identifier
P3505	data_type	external-identifier
P3506	data_type	external-identifier
P3507	data_type	external-identifier
P3509	data_type	external-identifier
P351	data_type	external-identifier
P3511	data_type	external-identifier
P3512	data_type	item
P3513	data_type	external-identifier
P3514	data_type	external-identifier
P3515	data_type	external-identifier
P3516	data_type	external-identifier
P3517	data_type	external-identifier
P3518	data_type	external-identifier
P3519	data_type	external-identifier
P352	data_type	external-identifier
P3520	data_type	external-identifier
P3521	data_type	external-identifier
P3522	data_type	external-identifier
P3523	data_type	external-identifier
P3524	data_type	external-identifier
P3525	data_type	external-identifier
P3526	data_type	external-identifier
P3527	data_type	external-identifier
P3528	data_type	external-identifier
P3529	data_type	quantity
P353	data_type	external-identifier
P3530	data_type	quantity
P3531	data_type	external-identifier
P3532	data_type	external-identifier
P3533	data_type	external-identifier
P3534	data_type	external-identifier
P3535	data_type	external-identifier
P3536	data_type	external-identifier
P3537	data_type	external-identifier
P3538	data_type	external-identifier
P3539	data_type	external-identifier
P354	data_type	external-identifier
P3541	data_type	external-identifier
P3542	data_type	external-identifier
P3544	data_type	external-identifier
P3545	data_type	external-identifier
P3546	data_type	external-identifier
P3547	data_type	external-identifier
P3548	data_type	external-identifier
P3549	data_type	external-identifier
P355	data_type	item
P3550	data_type	external-identifier
P3551	data_type	external-identifier
P3552	data_type	external-identifier
P3553	data_type	external-identifier
P3554	data_type	external-identifier
P3555	data_type	external-identifier
P3556	data_type	external-identifier
P3557	data_type	external-identifier
P3558	data_type	external-identifier
P3559	data_type	quantity
P356	data_type	external-identifier
P3560	data_type	external-identifier
P3561	data_type	external-identifier
P3562	data_type	external-identifier
P3563	data_type	external-identifier
P3564	data_type	external-identifier
P3565	data_type	external-identifier
P3566	data_type	external-identifier
P3567	data_type	external-identifier
P3568	data_type	external-identifier
P3569	data_type	external-identifier
P3570	data_type	external-identifier
P3571	data_type	external-identifier
P3572	data_type	external-identifier
P3573	data_type	external-identifier
P3574	data_type	external-identifier
P3575	data_type	quantity
P3576	data_type	external-identifier
P3577	data_type	external-identifier
P3578	data_type	item
P3579	data_type	external-identifier
P358	data_type	item
P3580	data_type	external-identifier
P3581	data_type	external-identifier
P3582	data_type	external-identifier
P3583	data_type	external-identifier
P3584	data_type	external-identifier
P3585	data_type	external-identifier
P3586	data_type	external-identifier
P3587	data_type	external-identifier
P3588	data_type	external-identifier
P3589	data_type	external-identifier
P359	data_type	external-identifier
P3590	data_type	external-identifier
P3591	data_type	external-identifier
P3592	data_type	item
P3593	data_type	external-identifier
P3594	data_type	external-identifier
P3595	data_type	external-identifier
P3596	data_type	external-identifier
P3597	data_type	external-identifier
P3598	data_type	external-identifier
P3599	data_type	external-identifier
P360	data_type	item
P3600	data_type	external-identifier
P3601	data_type	external-identifier
P3602	data_type	item
P3603	data_type	external-identifier
P3604	data_type	external-identifier
P3605	data_type	external-identifier
P3606	data_type	external-identifier
P3607	data_type	external-identifier
P3608	data_type	external-identifier
P3609	data_type	external-identifier
P361	data_type	item
P3610	data_type	item
P3611	data_type	external-identifier
P3612	data_type	external-identifier
P3613	data_type	external-identifier
P3614	data_type	external-identifier
P3615	data_type	external-identifier
P3616	data_type	external-identifier
P3618	data_type	quantity
P3619	data_type	external-identifier
P3620	data_type	external-identifier
P3621	data_type	external-identifier
P3622	data_type	external-identifier
P3623	data_type	external-identifier
P3624	data_type	external-identifier
P3625	data_type	string
P3626	data_type	external-identifier
P3627	data_type	external-identifier
P3628	data_type	external-identifier
P3629	data_type	quantity
P3630	data_type	external-identifier
P3631	data_type	external-identifier
P3632	data_type	external-identifier
P3633	data_type	external-identifier
P3634	data_type	external-identifier
P3635	data_type	external-identifier
P3636	data_type	external-identifier
P3637	data_type	external-identifier
P3638	data_type	external-identifier
P3639	data_type	external-identifier
P364	data_type	item
P3640	data_type	external-identifier
P3641	data_type	external-identifier
P3642	data_type	external-identifier
P3643	data_type	item
P3644	data_type	external-identifier
P3645	data_type	external-identifier
P3646	data_type	external-identifier
P3647	data_type	external-identifier
P3648	data_type	item
P3650	data_type	item
P3651	data_type	external-identifier
P3652	data_type	external-identifier
P3653	data_type	external-identifier
P3654	data_type	external-identifier
P3655	data_type	external-identifier
P3656	data_type	external-identifier
P3657	data_type	external-identifier
P3658	data_type	external-identifier
P3659	data_type	external-identifier
P366	data_type	item
P3660	data_type	external-identifier
P3661	data_type	external-identifier
P3662	data_type	external-identifier
P3663	data_type	external-identifier
P3664	data_type	external-identifier
P3665	data_type	external-identifier
P3666	data_type	external-identifier
P3667	data_type	external-identifier
P3668	data_type	external-identifier
P3669	data_type	external-identifier
P367	data_type	string
P3670	data_type	external-identifier
P3671	data_type	external-identifier
P3672	data_type	external-identifier
P3673	data_type	external-identifier
P3674	data_type	external-identifier
P3675	data_type	external-identifier
P3676	data_type	external-identifier
P3677	data_type	external-identifier
P3678	data_type	external-identifier
P3679	data_type	item
P368	data_type	string
P3680	data_type	item
P3681	data_type	external-identifier
P3682	data_type	external-identifier
P3683	data_type	external-identifier
P3684	data_type	external-identifier
P3685	data_type	external-identifier
P3686	data_type	external-identifier
P3687	data_type	external-identifier
P3689	data_type	external-identifier
P369	data_type	item
P3690	data_type	external-identifier
P3691	data_type	external-identifier
P3692	data_type	external-identifier
P3693	data_type	external-identifier
P3694	data_type	external-identifier
P3695	data_type	external-identifier
P3696	data_type	external-identifier
P3697	data_type	external-identifier
P3698	data_type	external-identifier
P3699	data_type	external-identifier
P370	data_type	string
P3700	data_type	external-identifier
P3701	data_type	item
P3702	data_type	external-identifier
P3703	data_type	external-identifier
P3704	data_type	external-identifier
P3705	data_type	external-identifier
P3706	data_type	external-identifier
P3707	data_type	external-identifier
P3708	data_type	external-identifier
P3709	data_type	item
P371	data_type	item
P3710	data_type	external-identifier
P3711	data_type	external-identifier
P3712	data_type	item
P3713	data_type	item
P3714	data_type	external-identifier
P3715	data_type	external-identifier
P3716	data_type	item
P3717	data_type	external-identifier
P3718	data_type	external-identifier
P3719	data_type	item
P3720	data_type	external-identifier
P3721	data_type	string
P3723	data_type	external-identifier
P3724	data_type	external-identifier
P3725	data_type	external-identifier
P3726	data_type	external-identifier
P3727	data_type	external-identifier
P3728	data_type	external-identifier
P3729	data_type	item
P373	data_type	string
P3730	data_type	item
P3731	data_type	external-identifier
P3732	data_type	external-identifier
P3733	data_type	external-identifier
P3734	data_type	item
P3735	data_type	external-identifier
P3736	data_type	external-identifier
P3737	data_type	quantity
P3738	data_type	quantity
P3739	data_type	item
P374	data_type	external-identifier
P3740	data_type	quantity
P3741	data_type	item
P3742	data_type	external-identifier
P3743	data_type	external-identifier
P3744	data_type	quantity
P3745	data_type	external-identifier
P3746	data_type	external-identifier
P3747	data_type	external-identifier
P3748	data_type	external-identifier
P3749	data_type	external-identifier
P375	data_type	item
P3750	data_type	external-identifier
P3751	data_type	external-identifier
P3752	data_type	string
P3753	data_type	string
P3754	data_type	string
P3755	data_type	string
P3756	data_type	string
P3757	data_type	string
P3758	data_type	external-identifier
P3759	data_type	external-identifier
P376	data_type	item
P3760	data_type	external-identifier
P3761	data_type	string
P3762	data_type	external-identifier
P3763	data_type	external-identifier
P3764	data_type	item
P3765	data_type	external-identifier
P3766	data_type	external-identifier
P3767	data_type	external-identifier
P3768	data_type	external-identifier
P3769	data_type	external-identifier
P377	data_type	external-identifier
P3770	data_type	external-identifier
P3771	data_type	item
P3772	data_type	item
P3773	data_type	item
P3774	data_type	item
P3775	data_type	item
P3776	data_type	item
P3777	data_type	item
P3778	data_type	item
P3779	data_type	item
P3780	data_type	item
P3781	data_type	item
P3782	data_type	external-identifier
P3783	data_type	external-identifier
P3784	data_type	external-identifier
P3785	data_type	external-identifier
P3786	data_type	external-identifier
P3787	data_type	external-identifier
P3788	data_type	external-identifier
P3789	data_type	external-identifier
P3790	data_type	external-identifier
P3791	data_type	external-identifier
P3792	data_type	quantity
P3793	data_type	string
P3794	data_type	external-identifier
P3795	data_type	external-identifier
P3796	data_type	external-identifier
P3797	data_type	external-identifier
P3798	data_type	external-identifier
P3799	data_type	external-identifier
P380	data_type	external-identifier
P3800	data_type	external-identifier
P3801	data_type	external-identifier
P3802	data_type	external-identifier
P3803	data_type	item
P3804	data_type	external-identifier
P3805	data_type	external-identifier
P3806	data_type	external-identifier
P3807	data_type	external-identifier
P3808	data_type	external-identifier
P3809	data_type	external-identifier
P381	data_type	external-identifier
P3810	data_type	external-identifier
P3811	data_type	external-identifier
P3812	data_type	external-identifier
P3813	data_type	external-identifier
P3814	data_type	external-identifier
P3815	data_type	item
P3816	data_type	item
P3817	data_type	external-identifier
P3818	data_type	item
P3819	data_type	external-identifier
P382	data_type	external-identifier
P3820	data_type	external-identifier
P3821	data_type	external-identifier
P3822	data_type	item
P3823	data_type	item
P3824	data_type	external-identifier
P3825	data_type	external-identifier
P3826	data_type	external-identifier
P3827	data_type	external-identifier
P3828	data_type	item
P3829	data_type	external-identifier
P3830	data_type	external-identifier
P3831	data_type	item
P3832	data_type	external-identifier
P3833	data_type	item
P3834	data_type	item
P3835	data_type	external-identifier
P3836	data_type	external-identifier
P3837	data_type	external-identifier
P3838	data_type	external-identifier
P3839	data_type	external-identifier
P3840	data_type	quantity
P3841	data_type	external-identifier
P3842	data_type	item
P3843	data_type	external-identifier
P3844	data_type	external-identifier
P3845	data_type	external-identifier
P3846	data_type	external-identifier
P3847	data_type	external-identifier
P3848	data_type	external-identifier
P3849	data_type	external-identifier
P3850	data_type	external-identifier
P3851	data_type	external-identifier
P3852	data_type	external-identifier
P3853	data_type	external-identifier
P3854	data_type	external-identifier
P3855	data_type	external-identifier
P3856	data_type	external-identifier
P3857	data_type	external-identifier
P3858	data_type	item
P3859	data_type	external-identifier
P3860	data_type	external-identifier
P3861	data_type	external-identifier
P3862	data_type	external-identifier
P3863	data_type	external-identifier
P3864	data_type	quantity
P3865	data_type	item
P3866	data_type	external-identifier
P3867	data_type	external-identifier
P3868	data_type	external-identifier
P3869	data_type	external-identifier
P3870	data_type	external-identifier
P3871	data_type	item
P3872	data_type	quantity
P3874	data_type	external-identifier
P3875	data_type	external-identifier
P3876	data_type	item
P3877	data_type	external-identifier
P3878	data_type	string
P3879	data_type	string
P3880	data_type	string
P3881	data_type	external-identifier
P3882	data_type	external-identifier
P3883	data_type	external-identifier
P3884	data_type	external-identifier
P3885	data_type	external-identifier
P3886	data_type	quantity
P3887	data_type	external-identifier
P3888	data_type	external-identifier
P3889	data_type	external-identifier
P3890	data_type	external-identifier
P3891	data_type	quantity
P3892	data_type	external-identifier
P3893	data_type	time
P3894	data_type	external-identifier
P3895	data_type	external-identifier
P3896	data_type	string
P3897	data_type	external-identifier
P3898	data_type	external-identifier
P3899	data_type	external-identifier
P3900	data_type	external-identifier
P3901	data_type	external-identifier
P3902	data_type	item
P3903	data_type	string
P3904	data_type	external-identifier
P3906	data_type	external-identifier
P3907	data_type	external-identifier
P3908	data_type	external-identifier
P3909	data_type	monolingualtext
P3910	data_type	external-identifier
P3911	data_type	external-identifier
P3912	data_type	item
P3913	data_type	external-identifier
P3914	data_type	external-identifier
P3915	data_type	external-identifier
P3916	data_type	external-identifier
P3917	data_type	quantity
P3918	data_type	external-identifier
P3919	data_type	item
P3920	data_type	external-identifier
P3921	data_type	string
P3922	data_type	string
P3923	data_type	external-identifier
P3924	data_type	external-identifier
P3925	data_type	external-identifier
P3926	data_type	external-identifier
P3927	data_type	external-identifier
P3928	data_type	external-identifier
P3929	data_type	external-identifier
P393	data_type	string
P3930	data_type	external-identifier
P3931	data_type	item
P3932	data_type	external-identifier
P3933	data_type	external-identifier
P3934	data_type	quantity
P3935	data_type	external-identifier
P3936	data_type	external-identifier
P3937	data_type	external-identifier
P3938	data_type	item
P3939	data_type	external-identifier
P3940	data_type	external-identifier
P3941	data_type	external-identifier
P3942	data_type	external-identifier
P3943	data_type	external-identifier
P3944	data_type	external-identifier
P3945	data_type	external-identifier
P3946	data_type	external-identifier
P3948	data_type	external-identifier
P3949	data_type	external-identifier
P395	data_type	string
P3950	data_type	url
P3951	data_type	external-identifier
P3952	data_type	external-identifier
P3953	data_type	external-identifier
P3954	data_type	external-identifier
P3955	data_type	external-identifier
P3956	data_type	external-identifier
P3957	data_type	external-identifier
P3958	data_type	external-identifier
P3959	data_type	external-identifier
P396	data_type	external-identifier
P3960	data_type	external-identifier
P3961	data_type	external-identifier
P3962	data_type	external-identifier
P3963	data_type	external-identifier
P3964	data_type	external-identifier
P3965	data_type	external-identifier
P3966	data_type	item
P3967	data_type	item
P3968	data_type	external-identifier
P3969	data_type	item
P397	data_type	item
P3970	data_type	string
P3971	data_type	external-identifier
P3972	data_type	external-identifier
P3973	data_type	external-identifier
P3974	data_type	external-identifier
P3975	data_type	item
P3976	data_type	external-identifier
P3977	data_type	external-identifier
P3978	data_type	external-identifier
P3979	data_type	external-identifier
P398	data_type	item
P3980	data_type	external-identifier
P3981	data_type	external-identifier
P3982	data_type	external-identifier
P3983	data_type	quantity
P3984	data_type	external-identifier
P3985	data_type	item
P3986	data_type	external-identifier
P3987	data_type	external-identifier
P3988	data_type	external-identifier
P3989	data_type	item
P399	data_type	item
P3990	data_type	external-identifier
P3991	data_type	external-identifier
P3992	data_type	external-identifier
P3993	data_type	external-identifier
P3994	data_type	string
P3995	data_type	external-identifier
P3996	data_type	external-identifier
P3997	data_type	external-identifier
P3998	data_type	external-identifier
P3999	data_type	time
P400	data_type	item
P4000	data_type	item
P4001	data_type	url
P4002	data_type	item
P4003	data_type	external-identifier
P4004	data_type	string
P4005	data_type	external-identifier
P4006	data_type	item
P4007	data_type	external-identifier
P4008	data_type	external-identifier
P4009	data_type	external-identifier
P4010	data_type	quantity
P4011	data_type	external-identifier
P4012	data_type	external-identifier
P4013	data_type	external-identifier
P4014	data_type	external-identifier
P4015	data_type	external-identifier
P4016	data_type	external-identifier
P4017	data_type	external-identifier
P4018	data_type	external-identifier
P4019	data_type	external-identifier
P402	data_type	external-identifier
P4020	data_type	string
P4021	data_type	external-identifier
P4022	data_type	external-identifier
P4023	data_type	external-identifier
P4024	data_type	external-identifier
P4025	data_type	external-identifier
P4026	data_type	external-identifier
P4027	data_type	external-identifier
P4028	data_type	external-identifier
P4029	data_type	external-identifier
P403	data_type	item
P4030	data_type	external-identifier
P4031	data_type	external-identifier
P4032	data_type	item
P4033	data_type	external-identifier
P4034	data_type	external-identifier
P4035	data_type	external-identifier
P4036	data_type	quantity
P4037	data_type	external-identifier
P4038	data_type	external-identifier
P404	data_type	item
P4040	data_type	external-identifier
P4041	data_type	external-identifier
P4042	data_type	external-identifier
P4043	data_type	item
P4044	data_type	item
P4045	data_type	string
P4046	data_type	external-identifier
P4047	data_type	string
P4048	data_type	external-identifier
P405	data_type	item
P4050	data_type	external-identifier
P4051	data_type	external-identifier
P4052	data_type	external-identifier
P4053	data_type	external-identifier
P4054	data_type	external-identifier
P4055	data_type	external-identifier
P4056	data_type	external-identifier
P4057	data_type	external-identifier
P4058	data_type	external-identifier
P4059	data_type	external-identifier
P406	data_type	item
P4060	data_type	external-identifier
P4061	data_type	external-identifier
P4062	data_type	external-identifier
P4063	data_type	external-identifier
P4065	data_type	external-identifier
P4066	data_type	external-identifier
P4067	data_type	external-identifier
P4068	data_type	external-identifier
P4069	data_type	external-identifier
P407	data_type	item
P4070	data_type	item
P4071	data_type	external-identifier
P4072	data_type	external-identifier
P4073	data_type	external-identifier
P4074	data_type	external-identifier
P4075	data_type	external-identifier
P4076	data_type	external-identifier
P4077	data_type	external-identifier
P4078	data_type	string
P4079	data_type	external-identifier
P408	data_type	item
P4080	data_type	quantity
P4081	data_type	external-identifier
P4082	data_type	item
P4083	data_type	external-identifier
P4084	data_type	external-identifier
P4085	data_type	external-identifier
P4086	data_type	external-identifier
P4087	data_type	external-identifier
P4088	data_type	external-identifier
P4089	data_type	external-identifier
P409	data_type	external-identifier
P4090	data_type	external-identifier
P4091	data_type	string
P4092	data_type	string
P4093	data_type	external-identifier
P4094	data_type	external-identifier
P4095	data_type	external-identifier
P4096	data_type	external-identifier
P4097	data_type	external-identifier
P4098	data_type	external-identifier
P4099	data_type	item
P410	data_type	item
P4100	data_type	item
P4101	data_type	item
P4102	data_type	external-identifier
P4103	data_type	quantity
P4104	data_type	external-identifier
P4105	data_type	quantity
P4106	data_type	external-identifier
P4107	data_type	external-identifier
P4108	data_type	external-identifier
P4109	data_type	external-identifier
P411	data_type	item
P4110	data_type	external-identifier
P4111	data_type	external-identifier
P4112	data_type	external-identifier
P4113	data_type	external-identifier
P4114	data_type	external-identifier
P4115	data_type	external-identifier
P4116	data_type	external-identifier
P4117	data_type	external-identifier
P4118	data_type	external-identifier
P4119	data_type	external-identifier
P412	data_type	item
P4120	data_type	external-identifier
P4121	data_type	external-identifier
P4122	data_type	external-identifier
P4123	data_type	external-identifier
P4124	data_type	external-identifier
P4125	data_type	external-identifier
P4126	data_type	external-identifier
P4127	data_type	external-identifier
P4128	data_type	external-identifier
P4129	data_type	external-identifier
P413	data_type	item
P4130	data_type	external-identifier
P4131	data_type	quantity
P4132	data_type	item
P4133	data_type	external-identifier
P4135	data_type	quantity
P4136	data_type	external-identifier
P4137	data_type	quantity
P4138	data_type	external-identifier
P4139	data_type	external-identifier
P414	data_type	item
P4140	data_type	quantity
P4141	data_type	external-identifier
P4142	data_type	external-identifier
P4143	data_type	external-identifier
P4144	data_type	external-identifier
P4145	data_type	external-identifier
P4146	data_type	external-identifier
P4147	data_type	item
P4149	data_type	item
P415	data_type	item
P4150	data_type	string
P4151	data_type	item
P4152	data_type	string
P4153	data_type	quantity
P4154	data_type	external-identifier
P4155	data_type	property
P4156	data_type	external-identifier
P4157	data_type	external-identifier
P4158	data_type	external-identifier
P4159	data_type	external-identifier
P416	data_type	string
P4160	data_type	external-identifier
P4161	data_type	external-identifier
P4162	data_type	external-identifier
P4163	data_type	quantity
P4164	data_type	external-identifier
P4165	data_type	external-identifier
P4166	data_type	external-identifier
P4167	data_type	external-identifier
P4168	data_type	external-identifier
P4169	data_type	external-identifier
P417	data_type	item
P4170	data_type	external-identifier
P4171	data_type	external-identifier
P4172	data_type	external-identifier
P4173	data_type	external-identifier
P4174	data_type	external-identifier
P4175	data_type	external-identifier
P4176	data_type	quantity
P4177	data_type	external-identifier
P4178	data_type	external-identifier
P4179	data_type	string
P418	data_type	item
P4180	data_type	external-identifier
P4181	data_type	external-identifier
P4182	data_type	external-identifier
P4183	data_type	quantity
P4184	data_type	quantity
P4185	data_type	item
P4186	data_type	external-identifier
P4187	data_type	string
P4188	data_type	string
P4189	data_type	string
P4190	data_type	external-identifier
P4191	data_type	external-identifier
P4192	data_type	external-identifier
P4193	data_type	external-identifier
P4194	data_type	external-identifier
P4195	data_type	item
P4196	data_type	string
P4197	data_type	external-identifier
P4198	data_type	external-identifier
P4199	data_type	external-identifier
P4200	data_type	external-identifier
P4201	data_type	external-identifier
P4202	data_type	item
P4203	data_type	external-identifier
P4204	data_type	external-identifier
P4206	data_type	external-identifier
P4207	data_type	external-identifier
P4208	data_type	external-identifier
P4209	data_type	external-identifier
P421	data_type	item
P4210	data_type	external-identifier
P4211	data_type	external-identifier
P4212	data_type	external-identifier
P4213	data_type	string
P4214	data_type	quantity
P4215	data_type	external-identifier
P4216	data_type	external-identifier
P4217	data_type	external-identifier
P4218	data_type	quantity
P4219	data_type	external-identifier
P4220	data_type	item
P4221	data_type	external-identifier
P4222	data_type	external-identifier
P4223	data_type	external-identifier
P4224	data_type	item
P4225	data_type	string
P4226	data_type	external-identifier
P4227	data_type	external-identifier
P4228	data_type	external-identifier
P4229	data_type	external-identifier
P423	data_type	item
P4230	data_type	external-identifier
P4231	data_type	external-identifier
P4232	data_type	external-identifier
P4233	data_type	external-identifier
P4235	data_type	external-identifier
P4236	data_type	external-identifier
P4238	data_type	url
P4239	data_type	monolingualtext
P424	data_type	string
P4240	data_type	item
P4241	data_type	item
P4242	data_type	quantity
P4243	data_type	string
P4244	data_type	external-identifier
P4245	data_type	external-identifier
P4246	data_type	external-identifier
P4247	data_type	external-identifier
P4248	data_type	external-identifier
P4249	data_type	external-identifier
P425	data_type	item
P4250	data_type	quantity
P4251	data_type	external-identifier
P4252	data_type	external-identifier
P4253	data_type	quantity
P4254	data_type	external-identifier
P4255	data_type	external-identifier
P4256	data_type	external-identifier
P4257	data_type	external-identifier
P4258	data_type	external-identifier
P4259	data_type	external-identifier
P426	data_type	string
P4260	data_type	external-identifier
P4261	data_type	external-identifier
P4262	data_type	external-identifier
P4263	data_type	external-identifier
P4264	data_type	external-identifier
P4265	data_type	external-identifier
P4266	data_type	external-identifier
P4267	data_type	external-identifier
P4268	data_type	quantity
P4269	data_type	quantity
P427	data_type	item
P4270	data_type	external-identifier
P4271	data_type	item
P4272	data_type	external-identifier
P4273	data_type	external-identifier
P4274	data_type	external-identifier
P4275	data_type	external-identifier
P4276	data_type	external-identifier
P4277	data_type	external-identifier
P4278	data_type	external-identifier
P4279	data_type	external-identifier
P428	data_type	external-identifier
P4280	data_type	external-identifier
P4281	data_type	external-identifier
P4282	data_type	external-identifier
P4283	data_type	external-identifier
P4284	data_type	external-identifier
P4285	data_type	external-identifier
P4286	data_type	external-identifier
P4287	data_type	external-identifier
P4288	data_type	external-identifier
P4289	data_type	external-identifier
P429	data_type	external-identifier
P4290	data_type	item
P4291	data_type	string
P4292	data_type	item
P4293	data_type	external-identifier
P4294	data_type	external-identifier
P4295	data_type	quantity
P4296	data_type	quantity
P4297	data_type	external-identifier
P4298	data_type	external-identifier
P4299	data_type	external-identifier
P4300	data_type	external-identifier
P4301	data_type	external-identifier
P4302	data_type	external-identifier
P4303	data_type	external-identifier
P4304	data_type	external-identifier
P4305	data_type	external-identifier
P4306	data_type	external-identifier
P4307	data_type	external-identifier
P4308	data_type	external-identifier
P4309	data_type	external-identifier
P4310	data_type	external-identifier
P4311	data_type	external-identifier
P4312	data_type	item
P4313	data_type	external-identifier
P4314	data_type	external-identifier
P4315	data_type	external-identifier
P4316	data_type	string
P4317	data_type	external-identifier
P4318	data_type	external-identifier
P4319	data_type	external-identifier
P432	data_type	external-identifier
P4320	data_type	item
P4321	data_type	item
P4322	data_type	item
P4323	data_type	item
P4324	data_type	item
P4325	data_type	string
P4326	data_type	external-identifier
P4327	data_type	external-identifier
P4328	data_type	external-identifier
P4329	data_type	item
P433	data_type	string
P4330	data_type	item
P4331	data_type	external-identifier
P4332	data_type	external-identifier
P4333	data_type	external-identifier
P4334	data_type	external-identifier
P4335	data_type	external-identifier
P4336	data_type	external-identifier
P4337	data_type	external-identifier
P4338	data_type	external-identifier
P4339	data_type	external-identifier
P434	data_type	external-identifier
P4340	data_type	external-identifier
P4341	data_type	quantity
P4342	data_type	external-identifier
P4343	data_type	external-identifier
P4344	data_type	external-identifier
P4345	data_type	item
P4346	data_type	external-identifier
P4347	data_type	external-identifier
P4348	data_type	external-identifier
P4349	data_type	external-identifier
P435	data_type	external-identifier
P4350	data_type	quantity
P4351	data_type	external-identifier
P4352	data_type	external-identifier
P4353	data_type	item
P4354	data_type	string
P4355	data_type	external-identifier
P4356	data_type	external-identifier
P4357	data_type	external-identifier
P4358	data_type	external-identifier
P4359	data_type	external-identifier
P436	data_type	external-identifier
P4360	data_type	external-identifier
P4361	data_type	external-identifier
P4362	data_type	external-identifier
P4363	data_type	external-identifier
P4364	data_type	external-identifier
P4365	data_type	external-identifier
P4366	data_type	external-identifier
P4367	data_type	external-identifier
P4368	data_type	external-identifier
P4369	data_type	external-identifier
P437	data_type	item
P4370	data_type	external-identifier
P4371	data_type	external-identifier
P4372	data_type	external-identifier
P4373	data_type	external-identifier
P4374	data_type	external-identifier
P4375	data_type	external-identifier
P4376	data_type	external-identifier
P4377	data_type	external-identifier
P4379	data_type	item
P4380	data_type	external-identifier
P4381	data_type	external-identifier
P4382	data_type	external-identifier
P4383	data_type	external-identifier
P4384	data_type	external-identifier
P4385	data_type	external-identifier
P4386	data_type	external-identifier
P4387	data_type	item
P4388	data_type	external-identifier
P4389	data_type	external-identifier
P439	data_type	external-identifier
P4390	data_type	item
P4391	data_type	external-identifier
P4392	data_type	external-identifier
P4393	data_type	external-identifier
P4394	data_type	external-identifier
P4395	data_type	external-identifier
P4396	data_type	external-identifier
P4397	data_type	external-identifier
P4398	data_type	external-identifier
P4399	data_type	external-identifier
P440	data_type	external-identifier
P4400	data_type	external-identifier
P4401	data_type	external-identifier
P4402	data_type	external-identifier
